steps,avg_loss,mean_td_error
1150,3.0834,5.5045
1151,1.5373,3.1728
1152,2.2191,4.3225
1153,1.9533,4.5456
1154,2.9999,5.1350
1155,2.7774,5.9329
1156,1.6716,3.9335
1157,0.7941,2.2681
1158,3.5960,6.8066
1159,0.8048,1.9105
1160,1.8569,3.9919
1161,0.6727,1.5452
1162,2.0133,4.2706
1163,1.9689,5.3986
1164,3.0092,5.8626
1165,2.4467,7.3963
1166,2.5162,5.3861
1167,0.8105,1.9716
1168,1.9141,5.8477
1169,1.9852,3.6275
1170,2.1365,5.2407
1171,2.1366,6.1172
1172,1.2404,3.4167
1173,3.0027,5.2412
1174,2.6927,5.1548
1175,2.1514,4.9226
1176,2.3969,4.7144
1177,2.5554,5.9127
1178,1.0563,3.0804
1179,1.9323,3.6659
1180,2.1565,5.0881
1181,1.7267,4.3689
1182,1.7001,3.5679
1183,1.3634,4.3937
1184,2.6369,6.0236
1185,2.7159,5.0177
1186,3.5935,5.7073
1187,1.4979,4.0579
1188,1.5012,3.1941
1189,3.0296,5.5857
1190,1.9063,3.9759
1191,2.9316,5.3615
1192,2.8984,5.4418
1193,2.7197,5.5720
1194,2.4572,4.9281
1195,2.1450,3.9163
1196,2.1467,4.4137
1197,1.7748,3.5072
1198,1.6393,4.5512
1199,1.2261,4.4134
1200,1.6819,3.7316
1201,0.9095,3.9505
1202,2.3566,3.9778
1203,1.4269,2.6389
1204,2.9266,5.8568
1205,3.5056,7.2265
1206,1.5282,3.9368
1207,1.3156,4.7934
1208,0.9397,3.7119
1209,4.8911,9.1919
1210,2.5819,5.5870
1211,3.9029,6.6002
1212,2.6926,5.2729
1213,2.5427,6.3295
1214,1.6491,5.6387
1215,3.7573,6.2974
1216,2.3725,4.7705
1217,3.7291,7.4751
1218,1.6597,3.7553
1219,2.7486,5.0583
1220,2.3744,5.2716
1221,4.8122,8.4492
1222,2.2557,4.0608
1223,2.4639,4.1083
1224,3.3592,5.8209
1225,1.4267,3.0430
1226,2.8910,5.6830
1227,3.0509,5.1210
1228,2.9506,5.6805
1229,2.4571,4.0936
1230,4.3821,7.3603
1231,1.9403,4.4083
1232,1.1392,2.7531
1233,1.3620,7.2079
1234,2.0153,4.8007
1235,3.1129,5.5389
1236,3.1537,6.8196
1237,1.7740,3.5777
1238,2.8528,5.7046
1239,1.6690,4.1724
1240,1.5100,3.1612
1241,1.1364,3.5168
1242,3.4435,6.3033
1243,2.0991,4.0937
1244,1.9547,4.2996
1245,3.0242,5.6838
1246,1.5798,3.3538
1247,2.2877,4.5520
1248,2.1995,4.3741
1249,2.6110,6.2611
1250,0.4649,2.8851
1251,2.2502,4.8312
1252,2.2788,6.1312
1253,1.9033,3.6939
1254,0.9241,1.9167
1255,2.1629,4.9359
1256,2.2477,4.5196
1257,1.2147,3.2157
1258,2.6013,5.9778
1259,1.2248,3.6190
1260,2.6857,5.4351
1261,2.1600,7.1434
1262,2.6557,4.7937
1263,2.4086,4.3665
1264,1.4067,3.7758
1265,3.1588,7.1108
1266,3.2558,7.6051
1267,1.4888,4.3687
1268,0.8800,3.2234
1269,1.5814,3.0330
1270,2.3134,4.4648
1271,1.2590,2.7115
1272,0.7794,1.5536
1273,4.5769,7.6477
1274,2.2096,4.2469
1275,1.8797,4.1678
1276,2.9396,5.2727
1277,1.6859,3.3371
1278,1.9718,3.7510
1279,1.2182,2.7828
1280,1.0496,2.9117
1281,2.1034,6.6656
1282,4.3375,7.7304
1283,1.6857,4.1033
1284,2.4675,4.5646
1285,0.7011,4.5125
1286,0.6382,2.6171
1287,1.8512,3.2401
1288,2.0163,5.4729
1289,2.5172,5.2820
1290,1.1731,5.2600
1291,3.2778,6.5588
1292,2.7853,5.7626
1293,2.7116,5.7509
1294,1.3286,3.9734
1295,2.2633,3.8179
1296,1.7943,7.0490
1297,2.9952,5.7348
1298,1.9342,3.7571
1299,3.1031,5.9582
1300,2.3014,4.4446
1301,1.7372,3.5537
1302,3.4214,6.5266
1303,2.5728,5.0752
1304,2.3596,5.2077
1305,0.8724,4.2863
1306,2.0370,5.3053
1307,2.5942,5.8309
1308,2.1120,4.1791
1309,3.1962,5.8170
1310,4.7963,10.2884
1311,3.7786,7.6900
1312,2.2296,6.8607
1313,1.5436,3.6251
1314,2.1408,4.5920
1315,0.9394,3.6050
1316,1.9162,5.4144
1317,1.4624,4.3786
1318,2.3910,4.1453
1319,3.1402,5.6277
1320,2.4424,5.0282
1321,1.4274,5.2113
1322,2.7906,5.3302
1323,1.9788,4.8417
1324,2.1886,4.5331
1325,2.2468,4.3790
1326,2.4716,4.4142
1327,2.5410,6.0003
1328,2.5803,4.8413
1329,2.3671,5.7785
1330,5.2003,8.7065
1331,2.2315,4.4337
1332,2.3501,4.7259
1333,1.3268,2.8362
1334,1.6751,4.2901
1335,1.7727,3.6674
1336,2.5202,4.8958
1337,1.1258,2.9154
1338,4.3658,8.8579
1339,2.9650,5.4887
1340,2.9499,6.2000
1341,3.9395,7.7546
1342,2.8439,5.7960
1343,2.9344,5.7934
1344,2.5611,7.6101
1345,1.8557,3.9700
1346,4.1872,8.2780
1347,3.4054,7.7626
1348,2.9341,7.1564
1349,1.6364,4.3288
1350,2.1302,4.0287
1351,1.9343,6.1206
1352,2.8443,8.9266
1353,2.7022,5.1699
1354,2.3122,4.6814
1355,2.6017,5.4696
1356,1.8716,3.8602
1357,4.4653,9.7416
1358,1.6584,3.8664
1359,1.4694,6.6419
1360,3.4560,6.5596
1361,1.7684,8.5978
1362,3.2218,7.2350
1363,2.5955,6.6034
1364,0.9893,4.4467
1365,2.9773,6.4515
1366,4.5492,8.1053
1367,4.4054,9.5475
1368,4.0863,7.3269
1369,3.4093,6.8995
1370,3.8380,8.0818
1371,1.6056,6.0539
1372,2.9501,5.9638
1373,4.4784,8.5139
1374,2.1687,5.0599
1375,2.6422,5.6530
1376,4.6767,10.2900
1377,2.5174,5.9857
1378,2.1215,5.1899
1379,3.4650,6.1108
1380,3.9281,7.4708
1381,2.8764,6.5259
1382,3.1447,5.3798
1383,3.3373,5.5326
1384,3.9697,7.3579
1385,5.2476,9.5491
1386,3.5596,8.9569
1387,2.1534,5.7262
1388,2.0857,4.8782
1389,3.0556,6.4916
1390,3.0238,6.2639
1391,4.1798,8.9206
1392,3.9534,6.4879
1393,4.3464,7.8266
1394,3.4974,5.9953
1395,1.2840,3.6650
1396,3.6401,8.1427
1397,2.0992,4.8510
1398,1.5078,4.5582
1399,3.6672,7.8461
1400,2.6477,5.5670
1401,3.1410,6.2310
1402,4.2615,7.1377
1403,2.2997,5.5017
1404,4.7462,7.7933
1405,3.4491,7.2614
1406,2.5790,5.8274
1407,2.8671,5.2607
1408,3.1132,8.1954
1409,4.1902,8.7517
1410,1.7818,3.2386
1411,0.8630,3.4221
1412,2.7675,6.4799
1413,5.0758,9.6330
1414,2.8684,6.5336
1415,4.2457,8.4051
1416,2.3237,6.3728
1417,2.4457,5.0763
1418,2.8736,6.0906
1419,3.6115,7.2614
1420,2.4275,8.2402
1421,2.4923,5.4988
1422,2.5885,6.7125
1423,1.2868,2.7994
1424,3.2071,5.9316
1425,1.4640,3.1330
1426,2.4320,5.4438
1427,2.5664,6.4757
1428,2.7838,6.9510
1429,1.2353,3.5294
1430,1.9151,6.4979
1431,2.7651,5.7761
1432,3.1111,5.5461
1433,3.9750,7.7697
1434,3.0087,6.9041
1435,3.3787,6.8630
1436,1.2415,2.7815
1437,2.4023,5.0641
1438,2.2903,4.7660
1439,4.1881,9.0835
1440,3.4908,9.1518
1441,4.2226,7.4177
1442,3.1625,5.7154
1443,2.6097,7.6017
1444,3.4861,6.4802
1445,2.8304,5.2301
1446,1.9270,4.7464
1447,3.5337,7.0284
1448,4.9904,11.1629
1449,6.1701,10.8173
1450,1.7919,4.8180
1451,2.4988,5.4688
1452,3.2521,5.9918
1453,3.3908,7.9238
1454,2.8697,5.8985
1455,3.0131,5.1440
1456,2.1155,5.7244
1457,2.6616,6.2771
1458,2.8675,6.7855
1459,2.6002,8.2900
1460,1.5509,4.9767
1461,4.4055,9.5592
1462,2.8376,5.3306
1463,1.8139,5.6661
1464,5.3837,11.4902
1465,2.2638,6.1423
1466,2.9045,6.5140
1467,3.2787,6.4731
1468,3.0025,8.0656
1469,2.6187,5.5645
1470,2.3286,6.5184
1471,2.5050,5.9670
1472,2.7425,5.8554
1473,3.4786,6.4407
1474,4.8957,9.3904
1475,2.6167,10.6505
1476,3.2742,5.7409
1477,3.0903,5.8580
1478,3.6856,8.0421
1479,3.0566,6.1653
1480,1.3831,2.8403
1481,2.3429,9.1716
1482,1.4720,4.0335
1483,3.5718,8.8951
1484,3.2650,8.1252
1485,1.3172,4.0673
1486,3.4302,6.8355
1487,3.1321,7.0855
1488,3.3067,5.8691
1489,2.9637,7.4637
1490,2.9079,5.9179
1491,3.2698,6.9762
1492,2.6997,6.3588
1493,5.6567,10.2795
1494,5.7355,9.6320
1495,2.6437,5.6988
1496,2.2250,6.0519
1497,4.2971,8.4150
1498,3.2098,6.1062
1499,1.8743,6.1624
1500,1.5080,3.5446
1501,2.5386,7.9864
1502,2.1267,4.4509
1503,3.9125,6.4711
1504,2.0688,5.0097
1505,4.6770,10.9642
1506,2.5615,9.9994
1507,2.7138,6.1837
1508,4.0337,8.1216
1509,4.6001,7.7094
1510,3.4439,6.2601
1511,4.1622,7.3421
1512,3.2682,6.5750
1513,4.3781,8.4751
1514,4.4194,10.6484
1515,3.3789,7.3472
1516,2.1418,4.5234
1517,2.6368,7.6949
1518,3.3458,7.7320
1519,3.8530,8.0161
1520,3.1682,6.0646
1521,3.5651,7.7757
1522,2.7297,12.2050
1523,3.2045,8.6604
1524,1.9387,4.8406
1525,3.4488,6.8314
1526,3.2141,9.1376
1527,1.7920,4.9843
1528,2.4812,4.5432
1529,2.2736,6.4061
1530,4.6487,9.7391
1531,4.2336,7.8005
1532,2.4187,7.0430
1533,1.5792,6.2278
1534,1.7744,4.8976
1535,3.3402,6.2905
1536,3.8776,8.8705
1537,2.6223,5.4446
1538,3.5497,7.3784
1539,2.6489,6.7133
1540,4.6124,8.8993
1541,4.1141,7.6392
1542,2.9593,4.8899
1543,3.5001,6.1125
1544,2.9338,6.2672
1545,2.1463,4.8702
1546,2.9787,4.9033
1547,3.4687,6.5458
1548,2.2197,5.7911
1549,2.6271,9.7241
1550,2.1076,3.8885
1551,4.1670,7.8784
1552,4.4313,7.7275
1553,2.2334,5.1783
1554,1.6314,5.8774
1555,3.2386,6.9131
1556,4.9358,8.7478
1557,1.8945,4.5972
1558,4.0594,7.4369
1559,2.4514,4.8960
1560,3.2832,6.5764
1561,2.7400,6.9672
1562,4.8422,9.7360
1563,4.4673,9.1472
1564,3.8081,9.1284
1565,4.4936,9.4085
1566,5.3894,8.8385
1567,1.6595,3.4896
1568,3.1119,7.2146
1569,3.1277,6.9135
1570,1.2154,5.4185
1571,2.9771,5.4094
1572,4.3076,7.8292
1573,2.6366,6.5400
1574,4.9326,8.3736
1575,2.9742,7.9743
1576,1.3947,4.5867
1577,2.0444,4.7560
1578,2.9195,6.3836
1579,2.6142,5.5718
1580,1.1542,6.4731
1581,3.9034,7.3456
1582,1.8870,6.9699
1583,4.5389,8.7345
1584,2.2005,7.3202
1585,3.3012,6.2744
1586,2.3988,5.1431
1587,4.6694,9.3474
1588,4.6082,9.1339
1589,2.1934,4.2830
1590,5.2298,8.4318
1591,4.0974,8.3965
1592,2.5039,6.8197
1593,2.5066,7.5680
1594,5.0520,9.6673
1595,2.6165,7.4064
1596,4.4718,9.2304
1597,3.5032,6.7603
1598,1.6835,7.1194
1599,2.9701,7.1504
1600,3.8546,8.7879
1601,4.2705,8.6735
1602,1.6877,3.6547
1603,2.6405,4.9745
1604,2.8940,5.7296
1605,2.8331,8.0012
1606,2.6378,5.7044
1607,3.2692,7.8822
1608,3.2112,8.9324
1609,2.3084,4.5531
1610,2.5960,5.5444
1611,1.6943,4.5128
1612,1.6226,5.1350
1613,3.4535,6.2526
1614,4.9893,10.0996
1615,2.9172,6.7585
1616,3.3363,6.7958
1617,4.5237,9.2847
1618,2.5901,9.5334
1619,1.7165,4.2842
1620,3.7591,8.9013
1621,3.3149,5.4240
1622,2.0454,4.0366
1623,1.8348,5.2311
1624,3.3738,6.3233
1625,4.4207,7.2452
1626,3.9524,7.2198
1627,2.9219,7.4547
1628,4.6134,8.1989
1629,1.9232,5.8362
1630,3.8877,8.5462
1631,3.1805,7.2182
1632,3.6970,7.0835
1633,4.2812,8.3798
1634,4.5295,9.0632
1635,4.0404,8.4477
1636,2.2101,4.4529
1637,3.7695,9.8473
1638,2.7142,8.7128
1639,2.7362,6.6353
1640,4.1621,9.5080
1641,3.1618,5.3911
1642,5.2493,9.5495
1643,5.1468,9.6155
1644,4.2216,8.0830
1645,3.0747,6.4427
1646,4.4921,9.7497
1647,2.7640,7.3301
1648,2.0775,6.3235
1649,3.9640,8.6577
1650,3.7750,9.1590
1651,4.9559,12.0366
1652,6.6017,11.3240
1653,6.3276,12.3134
1654,3.8295,9.5032
1655,3.9341,8.9220
1656,2.3105,4.7825
1657,2.9898,6.4628
1658,4.6829,9.6391
1659,4.2523,9.2386
1660,4.5393,8.8413
1661,2.1624,5.8519
1662,4.5787,7.8724
1663,2.0166,5.4746
1664,4.3321,7.1435
1665,4.1798,9.1990
1666,4.0519,8.8373
1667,3.4117,7.3943
1668,4.4818,9.1350
1669,3.4487,7.9915
1670,3.9499,7.4256
1671,3.4514,6.6177
1672,3.6205,7.9916
1673,2.5747,9.2746
1674,3.4737,7.7567
1675,4.4898,9.1295
1676,5.3183,9.0697
1677,4.1221,9.0114
1678,2.3870,5.8985
1679,2.8943,5.5926
1680,4.2785,9.3943
1681,4.7711,8.6076
1682,2.8281,5.5345
1683,2.9312,6.1662
1684,4.7706,11.0944
1685,3.2399,9.2729
1686,3.0398,8.8820
1687,2.9904,6.6233
1688,2.5994,6.8704
1689,2.9253,8.1720
1690,5.4659,10.0249
1691,2.8496,8.3871
1692,2.5626,5.8674
1693,4.1225,7.1692
1694,3.5450,7.3461
1695,5.3971,13.8117
1696,4.1362,8.8962
1697,3.1594,8.5799
1698,2.1878,7.8415
1699,4.2764,7.9913
1700,4.2663,9.0531
1701,5.1442,9.8923
1702,3.7240,8.1094
1703,4.4786,10.0510
1704,2.4225,10.9778
1705,3.9989,8.1330
1706,3.2793,6.8104
1707,2.9255,9.5950
1708,2.8291,5.9738
1709,4.0914,9.4627
1710,3.1290,6.0985
1711,2.4327,7.0724
1712,2.6739,6.9835
1713,5.0498,9.6347
1714,1.8381,7.8015
1715,2.5065,7.8215
1716,3.2763,7.1254
1717,4.0594,7.5399
1718,3.4634,8.9287
1719,3.5368,6.8635
1720,2.0811,7.7905
1721,5.1106,9.8992
1722,3.1180,7.9420
1723,4.4525,7.5766
1724,4.7031,9.9750
1725,3.4838,9.6997
1726,3.6453,8.7201
1727,6.0529,11.8498
1728,2.8594,6.3368
1729,2.2890,6.5201
1730,3.4991,10.6059
1731,5.2515,12.6197
1732,3.6981,9.7732
1733,3.3240,6.5431
1734,3.1245,8.3352
1735,3.8310,7.6377
1736,4.5118,8.3942
1737,1.9024,6.4318
1738,2.5535,6.3352
1739,2.6034,7.6023
1740,1.6549,6.4796
1741,4.0433,7.4751
1742,2.9206,7.1579
1743,4.4021,8.0877
1744,3.9902,10.0198
1745,4.1179,7.7715
1746,3.5406,8.5178
1747,3.6097,7.0600
1748,4.1032,7.5239
1749,3.8713,6.3793
1750,6.1766,13.4456
1751,2.8415,7.1140
1752,3.9870,10.4185
1753,4.1176,8.5135
1754,2.0033,6.9005
1755,4.1699,8.8399
1756,2.7123,7.7269
1757,3.1007,8.1995
1758,2.6207,6.0887
1759,2.7612,5.8901
1760,2.9657,6.5546
1761,4.1520,8.3551
1762,4.5104,9.4744
1763,2.6363,7.1650
1764,4.1246,11.0392
1765,5.9872,11.7081
1766,2.3708,7.9097
1767,2.7383,7.9899
1768,3.8482,8.3143
1769,2.8352,6.9681
1770,3.1398,10.1571
1771,4.8763,9.0820
1772,4.0014,7.1849
1773,2.9189,7.8063
1774,1.4009,3.2330
1775,2.1514,7.0941
1776,3.0360,5.9195
1777,2.7950,7.1493
1778,4.1327,7.0785
1779,2.2564,5.0285
1780,6.1153,11.5380
1781,2.9962,6.6631
1782,4.1495,8.1096
1783,3.1742,5.8835
1784,4.3963,9.1702
1785,3.6955,8.8125
1786,3.8554,7.6030
1787,3.5568,6.6619
1788,4.0098,8.2537
1789,2.0930,6.1476
1790,3.8146,9.1632
1791,1.6299,6.9492
1792,2.7994,8.2805
1793,6.1878,11.3830
1794,4.7153,7.9776
1795,3.1139,8.1151
1796,2.2397,6.9152
1797,4.0325,7.4769
1798,2.7420,6.9474
1799,3.5179,7.9361
1800,5.0381,8.9971
1801,5.5449,9.4981
1802,4.3251,8.8192
1803,4.8220,11.2738
1804,3.8075,8.8430
1805,1.9614,4.5870
1806,1.5695,4.7348
1807,3.8508,8.1886
1808,4.6996,8.8929
1809,4.5535,8.6049
1810,4.5624,7.5230
1811,6.5905,13.5941
1812,4.1756,9.1678
1813,3.5932,8.4933
1814,4.1353,8.0264
1815,2.3475,5.4913
1816,3.3931,8.9416
1817,4.0184,7.3719
1818,6.3599,11.6772
1819,3.7457,7.6999
1820,3.2906,7.1692
1821,5.0421,9.2047
1822,5.4885,9.9869
1823,7.3916,14.1795
1824,3.7435,9.6743
1825,2.6649,8.1512
1826,3.5689,8.9140
1827,5.3178,10.9496
1828,4.0734,10.3658
1829,4.9228,9.3081
1830,3.4274,8.1417
1831,3.6324,8.5511
1832,4.5601,9.8954
1833,4.3948,7.6654
1834,3.5454,8.4292
1835,3.3390,9.4045
1836,4.8989,11.1471
1837,2.9609,8.4378
1838,3.6670,9.6808
1839,3.7998,7.6319
1840,3.8452,9.2246
1841,2.2622,6.4462
1842,2.5762,7.0779
1843,5.2676,12.6714
1844,3.3209,7.4441
1845,6.2561,12.9556
1846,4.5818,14.0898
1847,3.7825,6.6023
1848,4.8586,8.1601
1849,7.4668,13.9503
1850,5.0475,12.8538
1851,4.9992,11.1168
1852,5.1947,10.9824
1853,5.4411,12.3595
1854,4.3326,8.4734
1855,4.2715,7.4619
1856,4.0559,9.5055
1857,2.6360,7.3623
1858,5.8761,11.9819
1859,5.4020,10.0667
1860,4.4250,8.6369
1861,4.7408,10.2755
1862,3.8618,7.3410
1863,2.1523,4.6891
1864,3.3083,9.6833
1865,5.6231,11.7218
1866,6.1954,10.7978
1867,4.0594,10.5415
1868,2.6356,5.9059
1869,4.0879,9.9855
1870,3.9238,8.5643
1871,3.1886,7.3640
1872,5.2108,9.9320
1873,4.5397,10.2629
1874,3.5977,7.3520
1875,4.7812,12.0913
1876,2.0372,9.6839
1877,2.6684,9.5283
1878,3.3203,8.5271
1879,7.2677,13.5702
1880,5.2742,10.8755
1881,4.1852,8.2471
1882,5.3453,11.0798
1883,3.0446,8.8909
1884,6.0600,13.0960
1885,3.8161,9.2745
1886,4.9889,10.7153
1887,4.6335,10.6804
1888,4.5797,8.1165
1889,3.2666,9.9186
1890,4.0436,8.3091
1891,5.2870,13.8024
1892,3.3392,10.1775
1893,4.6405,8.4563
1894,3.6135,7.1430
1895,3.8990,11.5055
1896,4.8171,8.5245
1897,3.0160,8.7855
1898,4.0301,8.0279
1899,5.4689,11.0917
1900,4.1589,8.1396
1901,3.8499,11.6669
1902,3.1249,9.6716
1903,5.3071,11.1921
1904,3.7743,10.2716
1905,5.0127,9.3790
1906,3.9502,7.4747
1907,2.8359,5.9616
1908,4.7877,11.1279
1909,5.0003,8.7337
1910,4.2297,7.3177
1911,4.0147,10.1425
1912,4.1272,9.8600
1913,2.4045,5.2133
1914,3.3562,8.2860
1915,5.5657,10.3393
1916,2.3251,4.9500
1917,5.2738,11.5931
1918,3.8891,8.8189
1919,3.3199,10.1532
1920,4.9011,9.5209
1921,1.2285,11.3702
1922,3.3865,9.5606
1923,3.2594,6.9072
1924,3.8412,8.1883
1925,4.2184,8.7231
1926,3.8192,8.3408
1927,4.4352,12.9985
1928,5.5415,11.1417
1929,7.3810,14.2834
1930,3.4785,6.1211
1931,4.4978,10.8825
1932,3.6628,10.6638
1933,2.8117,7.7234
1934,4.5052,9.3022
1935,5.1273,11.3826
1936,2.5811,5.4330
1937,2.8515,9.4184
1938,3.3871,7.9884
1939,2.9123,5.8870
1940,2.9287,8.6091
1941,2.2602,9.2413
1942,4.5571,8.9927
1943,3.5261,6.4649
1944,3.8772,8.9580
1945,4.5150,12.3558
1946,5.1259,9.6748
1947,5.1592,10.9875
1948,2.6023,11.8912
1949,5.2262,9.8267
1950,3.2086,6.5200
1951,5.2656,10.3488
1952,3.7450,7.4392
1953,6.2203,11.4528
1954,3.9624,8.8877
1955,3.2054,8.0217
1956,6.9713,13.0916
1957,3.1291,7.8079
1958,4.2758,9.0088
1959,3.4540,7.9904
1960,2.6586,6.0151
1961,3.1831,6.1622
1962,4.9006,9.4012
1963,4.4510,9.6422
1964,2.5459,8.0955
1965,3.7394,9.6375
1966,5.3304,10.4294
1967,2.7570,9.5155
1968,4.8711,13.3134
1969,3.7392,8.8258
1970,2.7005,13.2622
1971,4.5819,8.5272
1972,2.2997,7.1623
1973,3.9730,10.0006
1974,2.3038,8.0451
1975,5.8284,10.3340
1976,5.5448,9.8958
1977,4.5017,9.1671
1978,6.0228,12.5773
1979,3.6602,6.4823
1980,5.4194,11.5738
1981,2.1021,6.7546
1982,4.4311,16.2875
1983,3.8213,7.8024
1984,6.1021,11.7276
1985,2.9070,11.1342
1986,4.5915,10.1756
1987,6.1170,11.9709
1988,1.9512,8.4573
1989,4.0561,9.9515
1990,3.6250,10.4853
1991,5.0970,10.2204
1992,4.1188,7.6115
1993,2.9399,10.4521
1994,3.9756,11.5345
1995,5.5179,11.4797
1996,7.3225,14.1321
1997,4.3946,10.2111
1998,3.7679,8.2763
1999,6.4375,12.0729
2000,4.5526,10.9388
2001,4.1339,10.8188
2002,3.5272,8.1707
2003,3.6313,7.7166
2004,4.6268,9.1734
2005,3.1391,7.2740
2006,4.3994,10.7781
2007,2.8197,11.0423
2008,4.1913,10.2689
2009,2.4823,8.2942
2010,4.1986,10.0551
2011,1.7252,4.6887
2012,4.6813,13.4686
2013,1.8298,8.2405
2014,4.6902,11.2293
2015,4.3505,8.6748
2016,2.9334,9.0457
2017,4.0478,9.0876
2018,3.8836,9.4751
2019,4.6662,12.3657
2020,6.1304,11.1928
2021,4.1140,11.4974
2022,4.1871,9.6298
2023,5.0899,9.1824
2024,5.4171,10.2157
2025,3.3756,10.9683
2026,5.1242,10.7569
2027,4.8742,11.7828
2028,4.0677,9.2471
2029,7.0704,12.7983
2030,4.2137,9.7898
2031,3.6915,8.3213
2032,3.2084,14.4579
2033,3.6047,10.4501
2034,4.4525,9.3315
2035,3.9136,8.8816
2036,4.0208,9.8963
2037,3.5759,7.3915
2038,3.6001,7.4854
2039,4.2781,10.1368
2040,5.6512,13.2114
2041,2.2666,10.0294
2042,6.7337,12.3683
2043,3.6056,8.0075
2044,5.3997,11.0372
2045,4.4924,13.7940
2046,3.7646,12.2750
2047,3.5980,10.4744
2048,3.9656,10.2450
2049,3.7456,9.7311
2050,4.5822,9.9808
2051,3.8537,10.9311
2052,2.4222,11.3138
2053,4.6076,10.2154
2054,3.3745,8.9759
2055,3.6455,8.7678
2056,4.4839,9.5165
2057,6.1574,11.0955
2058,3.8050,7.4606
2059,3.5469,10.2302
2060,6.8972,11.7534
2061,5.0068,9.4808
2062,4.3157,12.0607
2063,5.3474,11.4175
2064,3.0007,7.6485
2065,4.1256,10.3218
2066,3.1153,11.5264
2067,3.3536,8.3372
2068,3.1637,10.9441
2069,5.1000,9.4481
2070,5.7043,12.1108
2071,4.5443,8.4507
2072,3.2625,9.5214
2073,4.3951,13.6715
2074,3.4527,8.1408
2075,7.0259,17.8965
2076,5.7391,12.1920
2077,4.3877,10.4575
2078,3.8792,8.8095
2079,3.1207,8.2655
2080,5.9836,11.0763
2081,4.2729,9.2676
2082,1.4279,5.2244
2083,2.4296,7.2759
2084,5.5286,9.7836
2085,3.0679,8.9620
2086,2.9958,6.9523
2087,4.8173,11.7743
2088,4.7403,15.1121
2089,3.5688,9.8860
2090,3.5124,6.9816
2091,3.4045,12.0203
2092,4.0400,10.6886
2093,4.6864,9.8108
2094,5.1346,9.9811
2095,6.9799,15.8552
2096,5.1370,11.4525
2097,4.0918,10.1971
2098,3.7383,9.2746
2099,3.8064,13.3073
2100,6.5704,15.1417
2101,4.9083,12.0374
2102,5.8881,11.0408
2103,4.6173,11.3343
2104,6.7238,11.9703
2105,3.4684,12.7289
2106,2.7873,7.5276
2107,4.1495,10.5686
2108,6.0493,13.4062
2109,4.6705,11.7270
2110,3.3392,12.7625
2111,5.6249,12.1660
2112,6.4408,12.8854
2113,4.8427,11.5905
2114,4.3169,10.7215
2115,6.6015,14.9179
2116,6.9759,14.5871
2117,3.5658,6.6114
2118,3.7615,10.2816
2119,3.7837,13.1532
2120,4.8601,11.0787
2121,5.6867,13.2159
2122,4.4437,12.7478
2123,4.9154,9.6454
2124,4.6494,8.4872
2125,5.4425,12.1449
2126,4.8893,11.2880
2127,4.4068,12.5746
2128,3.1739,9.3485
2129,2.8506,6.5369
2130,4.8113,11.5410
2131,4.5136,11.6513
2132,6.4063,14.0110
2133,6.0530,12.2255
2134,4.6065,8.3424
2135,1.9752,10.8680
2136,3.1298,10.8754
2137,5.9166,14.5875
2138,5.8366,14.6507
2139,6.2132,11.3779
2140,4.6612,8.3052
2141,3.4391,8.9360
2142,4.2092,9.2818
2143,2.4943,7.7945
2144,5.2668,12.8944
2145,3.5946,8.4314
2146,4.9504,8.7338
2147,3.5296,11.7321
2148,3.2435,7.5616
2149,3.1747,10.7634
2150,2.5431,12.6406
2151,2.8413,8.3549
2152,5.3147,13.3382
2153,3.9803,8.9560
2154,4.7827,9.7515
2155,4.8426,12.2485
2156,2.6503,10.7360
2157,5.2399,11.0431
2158,4.7702,9.3754
2159,3.7921,6.6118
2160,5.2845,10.7651
2161,3.5026,11.4352
2162,3.2133,8.3673
2163,4.2597,8.6992
2164,4.1087,8.2958
2165,5.9185,9.8605
2166,5.4936,10.1650
2167,4.8058,12.2185
2168,5.6386,12.3214
2169,7.1788,13.2573
2170,6.1984,11.0268
2171,6.0256,10.4229
2172,4.6981,10.6397
2173,4.8480,13.2156
2174,1.9876,5.3487
2175,4.1676,9.1979
2176,3.0458,8.0894
2177,3.6257,10.1145
2178,3.6952,9.9550
2179,5.5143,9.9625
2180,3.0395,9.3685
2181,5.0852,13.6926
2182,3.8884,7.8686
2183,5.4606,10.8783
2184,5.2030,11.5870
2185,3.1782,7.7938
2186,7.5791,14.4746
2187,3.7727,8.8429
2188,5.1832,13.6639
2189,4.2032,10.8556
2190,5.2387,10.2334
2191,4.0701,13.1097
2192,4.2458,10.1287
2193,4.5284,13.1541
2194,4.1677,10.1318
2195,2.2565,7.5488
2196,7.6631,14.7333
2197,2.8065,7.8399
2198,3.3052,7.3945
2199,3.8381,9.9609
2200,4.5922,8.8952
2201,4.8820,10.1988
2202,4.3075,15.0057
2203,4.0158,10.8872
2204,4.4618,7.8700
2205,5.1003,12.4853
2206,1.9882,7.6540
2207,2.2082,8.1292
2208,2.6499,6.4220
2209,5.5166,13.1978
2210,3.2195,9.7938
2211,4.7435,9.8992
2212,1.9102,8.2854
2213,5.3376,11.1297
2214,4.1161,9.3934
2215,4.6376,15.2297
2216,3.7033,8.6141
2217,3.4887,10.6246
2218,4.2849,10.1394
2219,3.9474,7.5382
2220,4.3272,8.7855
2221,3.6332,8.4672
2222,5.1337,11.5801
2223,5.2852,12.4169
2224,3.2893,6.5824
