0,0.1034,0.1801,0.0354,0.0701
50,263.5293,51.3219,1.0669,1.7375
100,485.8571,44.5243,0.8574,1.6190
150,530.8332,106.7290,0.2991,1.0251
200,546.6528,104.6619,0.2804,1.4212
200,583.1319,14.3581,0.9508,1.5623
850,728.0832,87.9681,0.7836,2.1018
